WUA,student,session,treatment,player,age,age_cat,education_level,education_level_cat,woman,risk_av,risk_av_cat,beliefs_pre,beliefs_inter,beliefs_post,cause_autority,cause_injustice,cause_file,cause_necesity,cause_other_people,beliefs_pre_cat,beliefs_inter_cat,beliefs_post_cat,round,turn,demand,kept,partner,demand_partner,kept_partner,inspection,fine,finalpayment,NCbinary,NChours,NCpercentual,Exo,Endo,Endo2,EndoB,Endo_past,Endo_past2,Endo_pastB,Exo_accu,Exo_accu_tot,Endo_accu,Endo_accuB,Endo_accu_tot,Endo_accu_totB,Losses_accu,Inspection_past,Fine_past
0,1,2,1,jzdhol7v,20,1,3,1,1,2,2,3,3,7,3,4,5,4,5,1,1,3,1,1,15,15,10,15,12,1,150,9850,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,jzdhol7v,20,1,3,1,1,2,2,3,3,7,3,4,5,4,5,1,1,3,2,1,12,13,15,13,12,0,0,9850,1,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,150,0,0
0,1,2,1,jzdhol7v,20,1,3,1,1,2,2,3,3,7,3,4,5,4,5,1,1,3,3,1,11,13,15,14,12,0,0,9850,1,1,1,-1,0,0,0,0,0,0,3,3,0,0,0,0,150,0,0
0,1,2,1,jzdhol7v,20,1,3,1,1,2,2,3,3,7,3,4,5,4,5,1,1,3,4,2,14,13,5,14,14,1,0,9450,1,1,0.5,2,2,2,1,0,0,0,3,2,0,0,2,1,150,0,0
0,1,2,1,jzdhol7v,20,1,3,1,1,2,2,3,3,7,3,4,5,4,5,1,1,3,5,2,13,13,8,11,11,0,0,9450,1,1,1,1,0,0,0,2,2,1,2,4,0,0,2,1,550,1,0
0,1,2,1,jzdhol7v,20,1,3,1,1,2,2,3,3,7,3,4,5,4,5,1,1,3,6,1,16,16,4,17,12,1,200,9250,1,4,1,4,0,0,0,0,0,0,4,5,2,1,2,1,550,0,0
0,1,2,1,jzdhol7v,20,1,3,1,1,2,2,3,3,7,3,4,5,4,5,1,1,3,7,1,18,18,10,20,12,1,300,8950,1,6,1,6,0,0,0,0,0,0,5,9,2,1,2,1,750,1,1
0,1,2,1,jzdhol7v,20,1,3,1,1,2,2,3,3,7,3,4,5,4,5,1,1,3,8,1,20,20,3,17,12,1,400,8550,1,8,1,8,0,0,0,0,0,0,9,15,2,1,2,1,1050,1,1
0,1,2,1,jzdhol7v,20,1,3,1,1,2,2,3,3,7,3,4,5,4,5,1,1,3,9,2,16,15,5,12,12,0,0,8150,1,3,0.75,4,0,0,0,0,0,0,15,23,2,1,2,1,1450,1,1
0,1,2,1,jzdhol7v,20,1,3,1,1,2,2,3,3,7,3,4,5,4,5,1,1,3,10,2,13,13,7,19,19,0,0,7350,1,1,1,1,7,7,1,0,0,0,23,27,2,1,9,2,1850,0,0
0,1,2,1,jzdhol7v,20,1,3,1,1,2,2,3,3,7,3,4,5,4,5,1,1,3,11,1,17,15,5,16,12,1,150,7000,1,3,0.6,5,0,7,1,7,7,1,27,28,2,1,9,3,2650,0,0
0,1,2,1,jzdhol7v,20,1,3,1,1,2,2,3,3,7,3,4,5,4,5,1,1,3,12,1,19,17,2,16,12,0,0,6800,1,5,0.714285714285714,7,0,7,1,0,7,1,28,33,9,2,9,4,3000,1,1
0,1,2,1,jzdhol7v,20,1,3,1,1,2,2,3,3,7,3,4,5,4,5,1,1,3,13,1,15,13,14,16,12,0,0,6600,1,1,0.333333333333333,3,0,7,1,0,7,1,33,40,9,3,9,5,3200,0,0
0,1,2,1,jzdhol7v,20,1,3,1,1,2,2,3,3,7,3,4,5,4,5,1,1,3,14,1,14,13,6,15,12,0,0,6500,1,1,0.5,2,0,7,1,0,7,1,40,43,9,4,9,6,3400,0,0
0,1,2,1,jzdhol7v,20,1,3,1,1,2,2,3,3,7,3,4,5,4,5,1,1,3,15,2,12,12,14,18,16,1,0,6100,0,0,0,0,4,4,1,0,7,1,43,45,9,5,13,7,3500,0,0
0,1,2,1,srje7gmy,26,1,3,1,0,5,1,7,5,6,5,2,5,2,5,3,2,2,1,2,14,12,8,14,12,0,0,9800,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,srje7gmy,26,1,3,1,0,5,1,7,5,6,5,2,5,2,5,3,2,2,2,1,15,14,5,13,12,0,0,9700,1,2,0.666666666666667,3,0,0,0,0,0,0,2,2,0,0,0,0,200,0,0
0,1,2,1,srje7gmy,26,1,3,1,0,5,1,7,5,6,5,2,5,2,5,3,2,2,3,1,13,13,1,11,12,0,0,9700,1,1,1,1,0,0,0,0,0,0,2,5,0,0,0,0,300,0,0
0,1,2,1,srje7gmy,26,1,3,1,0,5,1,7,5,6,5,2,5,2,5,3,2,2,4,1,12,12,2,12,12,0,0,9700,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,300,0,0
0,1,2,1,srje7gmy,26,1,3,1,0,5,1,7,5,6,5,2,5,2,5,3,2,2,5,2,11,11,3,11,10,0,0,9700,0,-1,-1,-1,0,0,0,0,0,0,6,6,0,0,0,0,300,0,0
0,1,2,1,srje7gmy,26,1,3,1,0,5,1,7,5,6,5,2,5,2,5,3,2,2,6,2,19,17,1,16,16,0,0,8600,1,5,0.714285714285714,7,4,4,1,0,0,0,6,5,0,0,4,1,300,0,0
0,1,2,1,srje7gmy,26,1,3,1,0,5,1,7,5,6,5,2,5,2,5,3,2,2,7,1,18,18,8,17,12,0,0,8600,1,6,1,6,0,4,1,4,4,1,5,12,0,0,4,2,1400,0,0
0,1,2,1,srje7gmy,26,1,3,1,0,5,1,7,5,6,5,2,5,2,5,3,2,2,8,1,14,12,9,18,12,0,0,8400,0,0,0,2,0,4,1,0,4,1,12,18,4,1,4,3,1400,0,0
0,1,2,1,srje7gmy,26,1,3,1,0,5,1,7,5,6,5,2,5,2,5,3,2,2,9,2,13,13,15,16,13,0,0,8200,1,1,1,1,1,1,1,0,4,1,18,20,4,2,5,4,1600,0,0
0,1,2,1,srje7gmy,26,1,3,1,0,5,1,7,5,6,5,2,5,2,5,3,2,2,10,1,12,12,5,15,12,0,0,8200,0,0,0,0,0,1,1,1,1,1,20,21,4,3,5,5,1800,0,0
0,1,2,1,srje7gmy,26,1,3,1,0,5,1,7,5,6,5,2,5,2,5,3,2,2,11,1,16,16,1,15,12,0,0,8200,1,4,1,4,0,1,1,0,1,1,21,21,5,4,5,6,1800,0,0
0,1,2,1,srje7gmy,26,1,3,1,0,5,1,7,5,6,5,2,5,2,5,3,2,2,12,2,15,14,1,16,16,0,0,7500,1,2,0.666666666666667,3,4,4,1,0,1,1,21,25,5,5,9,7,1800,0,0
0,1,2,1,srje7gmy,26,1,3,1,0,5,1,7,5,6,5,2,5,2,5,3,2,2,13,2,20,20,14,16,12,0,0,6700,1,8,1,8,0,0,0,4,4,1,25,28,5,6,9,7,2500,0,0
0,1,2,1,srje7gmy,26,1,3,1,0,5,1,7,5,6,5,2,5,2,5,3,2,2,14,1,16,16,3,12,12,0,0,6700,1,4,1,4,0,0,0,0,0,0,28,36,9,7,9,7,3300,0,0
0,1,2,1,srje7gmy,26,1,3,1,0,5,1,7,5,6,5,2,5,2,5,3,2,2,15,1,17,16,15,16,12,0,0,6600,1,4,0.8,5,0,0,0,0,0,0,36,40,9,7,9,7,3300,0,0
0,1,2,1,ktsuj3s8,21,1,3,1,0,2,2,3,6,7,2,4,4,2,3,1,2,3,1,1,12,12,4,14,12,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,ktsuj3s8,21,1,3,1,0,2,2,3,6,7,2,4,4,2,3,1,2,3,2,2,14,14,9,15,13,1,0,9700,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,ktsuj3s8,21,1,3,1,0,2,2,3,6,7,2,4,4,2,3,1,2,3,3,2,11,11,6,11,11,0,0,9700,0,-1,-1,-1,0,0,0,1,1,1,0,2,0,0,1,1,300,0,0
0,1,2,1,ktsuj3s8,21,1,3,1,0,2,2,3,6,7,2,4,4,2,3,1,2,3,4,1,15,15,9,13,12,0,0,9700,1,3,1,3,0,0,0,0,0,0,2,1,1,1,1,1,300,0,0
0,1,2,1,ktsuj3s8,21,1,3,1,0,2,2,3,6,7,2,4,4,2,3,1,2,3,5,1,13,12,6,12,12,0,0,9600,0,0,0,1,0,0,0,0,0,0,1,4,1,1,1,1,300,0,0
0,1,2,1,ktsuj3s8,21,1,3,1,0,2,2,3,6,7,2,4,4,2,3,1,2,3,6,1,18,18,2,18,12,0,0,9600,1,6,1,6,0,0,0,0,0,0,4,5,1,1,1,1,400,0,0
0,1,2,1,ktsuj3s8,21,1,3,1,0,2,2,3,6,7,2,4,4,2,3,1,2,3,7,1,12,12,9,14,12,0,0,9600,0,0,0,0,0,0,0,0,0,0,5,11,1,1,1,1,400,0,0
0,1,2,1,ktsuj3s8,21,1,3,1,0,2,2,3,6,7,2,4,4,2,3,1,2,3,8,1,20,18,14,16,12,0,0,9400,1,6,0.75,8,0,0,0,0,0,0,11,11,1,1,1,1,400,0,0
0,1,2,1,ktsuj3s8,21,1,3,1,0,2,2,3,6,7,2,4,4,2,3,1,2,3,9,1,15,13,9,15,12,1,50,9150,1,1,0.333333333333333,3,0,0,0,0,0,0,11,19,1,1,1,1,600,0,0
0,1,2,1,ktsuj3s8,21,1,3,1,0,2,2,3,6,7,2,4,4,2,3,1,2,3,10,1,13,13,6,12,12,0,0,9150,1,1,1,1,0,0,0,0,0,0,19,22,1,1,1,1,850,1,1
0,1,2,1,ktsuj3s8,21,1,3,1,0,2,2,3,6,7,2,4,4,2,3,1,2,3,11,1,16,14,4,14,12,0,0,8950,1,2,0.5,4,0,0,0,0,0,0,22,23,1,1,1,1,850,0,0
0,1,2,1,ktsuj3s8,21,1,3,1,0,2,2,3,6,7,2,4,4,2,3,1,2,3,12,2,14,14,10,16,16,0,0,8350,1,2,1,2,4,4,1,0,0,0,23,27,1,1,5,2,1050,0,0
0,1,2,1,ktsuj3s8,21,1,3,1,0,2,2,3,6,7,2,4,4,2,3,1,2,3,13,2,16,15,7,15,15,0,0,7650,1,3,0.75,4,3,3,1,4,4,1,27,29,1,1,8,3,1650,0,0
0,1,2,1,ktsuj3s8,21,1,3,1,0,2,2,3,6,7,2,4,4,2,3,1,2,3,14,1,17,17,1,20,12,0,0,7650,1,5,1,5,0,3,1,3,3,1,29,33,5,2,8,4,2350,0,0
0,1,2,1,ktsuj3s8,21,1,3,1,0,2,2,3,6,7,2,4,4,2,3,1,2,3,15,1,19,19,10,15,12,0,0,7650,1,7,1,7,0,3,1,0,3,1,33,38,8,3,8,5,2350,0,0
0,1,2,1,6z6ugrl9,22,1,3,1,0,5,1,2,6,7,3,1,4,2,2,1,2,3,1,1,13,12,3,13,12,0,0,9900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,6z6ugrl9,22,1,3,1,0,5,1,2,6,7,3,1,4,2,2,1,2,3,2,2,15,15,6,14,14,0,0,9400,1,3,1,3,2,2,1,0,0,0,1,1,0,0,0,0,100,0,0
0,1,2,1,6z6ugrl9,22,1,3,1,0,5,1,2,6,7,3,1,4,2,2,1,2,3,3,1,12,12,8,15,12,0,0,9400,0,0,0,0,0,2,1,2,2,1,1,4,0,0,2,2,600,0,0
0,1,2,1,6z6ugrl9,22,1,3,1,0,5,1,2,6,7,3,1,4,2,2,1,2,3,4,2,11,11,10,11,11,0,0,9400,0,-1,-1,-1,0,0,0,0,2,1,4,4,2,1,2,2,600,0,0
0,1,2,1,6z6ugrl9,22,1,3,1,0,5,1,2,6,7,3,1,4,2,2,1,2,3,5,1,14,13,15,11,12,0,0,9300,1,1,0.5,2,0,0,0,0,0,0,4,3,2,2,2,2,600,0,0
0,1,2,1,6z6ugrl9,22,1,3,1,0,5,1,2,6,7,3,1,4,2,2,1,2,3,6,2,13,13,9,12,12,0,0,9200,1,1,1,1,0,0,0,0,0,0,3,5,2,2,2,2,700,0,0
0,1,2,1,6z6ugrl9,22,1,3,1,0,5,1,2,6,7,3,1,4,2,2,1,2,3,7,1,15,12,7,17,12,0,0,8900,0,0,0,3,0,0,0,0,0,0,5,6,2,2,2,2,800,0,0
0,1,2,1,6z6ugrl9,22,1,3,1,0,5,1,2,6,7,3,1,4,2,2,1,2,3,8,2,16,16,13,20,18,0,0,7900,1,4,1,4,6,6,1,0,0,0,6,9,2,2,8,3,1100,0,0
0,1,2,1,6z6ugrl9,22,1,3,1,0,5,1,2,6,7,3,1,4,2,2,1,2,3,9,2,19,19,1,19,19,0,0,6500,1,7,1,7,7,7,1,6,6,1,9,13,2,2,15,4,2100,0,0
0,1,2,1,6z6ugrl9,22,1,3,1,0,5,1,2,6,7,3,1,4,2,2,1,2,3,10,2,12,12,7,19,19,0,0,5800,0,0,0,0,7,7,1,7,7,1,13,20,8,3,22,5,3500,0,0
0,1,2,1,6z6ugrl9,22,1,3,1,0,5,1,2,6,7,3,1,4,2,2,1,2,3,11,2,17,17,9,20,14,0,0,5100,1,5,1,5,2,2,1,7,7,1,20,20,15,4,24,6,4200,0,0
0,1,2,1,6z6ugrl9,22,1,3,1,0,5,1,2,6,7,3,1,4,2,2,1,2,3,12,1,14,13,3,15,12,0,0,5000,1,1,0.5,2,0,2,1,2,2,1,20,25,22,5,24,7,4900,0,0
0,1,2,1,6z6ugrl9,22,1,3,1,0,5,1,2,6,7,3,1,4,2,2,1,2,3,13,1,16,12,12,20,12,0,0,4600,0,0,0,4,0,2,1,0,2,1,25,27,24,6,24,8,5000,0,0
0,1,2,1,6z6ugrl9,22,1,3,1,0,5,1,2,6,7,3,1,4,2,2,1,2,3,14,1,20,20,4,18,12,0,0,4600,1,8,1,8,0,2,1,0,2,1,27,31,24,7,24,9,5400,0,0
0,1,2,1,6z6ugrl9,22,1,3,1,0,5,1,2,6,7,3,1,4,2,2,1,2,3,15,1,18,16,11,12,12,0,0,4400,1,4,0.666666666666667,6,0,2,1,0,2,1,31,39,24,8,24,10,5400,0,0
0,1,2,1,3nmcsbgv,21,1,3,1,0,2,2,2,4,5,3,2,3,2,1,1,2,2,1,2,12,11,6,15,14,0,0,9800,0,-1,-1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,3nmcsbgv,21,1,3,1,0,2,2,2,4,5,3,2,3,2,1,1,2,2,2,2,13,13,11,12,13,0,0,9600,1,1,1,1,1,1,1,2,2,1,0,0,2,1,2,1,200,0,0
0,1,2,1,3nmcsbgv,21,1,3,1,0,2,2,2,4,5,3,2,3,2,1,1,2,2,3,2,14,14,11,11,13,0,0,9300,1,2,1,2,1,1,1,1,1,1,0,1,2,1,4,3,400,0,0
0,1,2,1,3nmcsbgv,21,1,3,1,0,2,2,2,4,5,3,2,3,2,1,1,2,2,4,1,15,12,7,12,12,0,0,9000,0,0,0,3,0,1,1,1,1,1,1,3,3,2,4,4,700,0,0
0,1,2,1,3nmcsbgv,21,1,3,1,0,2,2,2,4,5,3,2,3,2,1,1,2,2,5,2,11,11,14,14,13,0,0,9000,0,-1,-1,-1,1,1,1,0,1,1,3,6,4,3,5,5,1000,0,0
0,1,2,1,3nmcsbgv,21,1,3,1,0,2,2,2,4,5,3,2,3,2,1,1,2,2,6,2,14,14,6,16,16,1,0,8400,1,2,1,2,4,4,1,1,1,1,6,5,4,4,9,6,1000,0,0
0,1,2,1,3nmcsbgv,21,1,3,1,0,2,2,2,4,5,3,2,3,2,1,1,2,2,7,1,18,13,5,13,12,1,50,7850,1,1,0.166666666666667,6,0,4,1,4,4,1,5,7,5,5,9,7,1600,1,0
0,1,2,1,3nmcsbgv,21,1,3,1,0,2,2,2,4,5,3,2,3,2,1,1,2,2,8,1,20,20,8,12,12,0,0,7850,1,8,1,8,0,4,1,0,4,1,7,13,9,6,9,8,2150,1,1
0,1,2,1,3nmcsbgv,21,1,3,1,0,2,2,2,4,5,3,2,3,2,1,1,2,2,9,1,16,13,12,13,12,0,0,7550,1,1,0.25,4,0,4,1,0,4,1,13,21,9,7,9,9,2150,0,0
0,1,2,1,3nmcsbgv,21,1,3,1,0,2,2,2,4,5,3,2,3,2,1,1,2,2,10,2,15,17,9,17,14,0,0,7050,1,5,1.66666666666667,3,2,2,1,0,4,1,21,25,9,8,11,10,2450,0,0
0,1,2,1,3nmcsbgv,21,1,3,1,0,2,2,2,4,5,3,2,3,2,1,1,2,2,11,2,17,17,3,14,12,0,0,6550,1,5,1,5,0,0,0,2,2,1,25,28,9,9,11,10,2950,0,0
0,1,2,1,3nmcsbgv,21,1,3,1,0,2,2,2,4,5,3,2,3,2,1,1,2,2,12,2,13,16,4,19,19,1,0,5750,1,4,4,1,7,7,1,0,0,0,28,33,11,10,18,11,3450,0,0
0,1,2,1,3nmcsbgv,21,1,3,1,0,2,2,2,4,5,3,2,3,2,1,1,2,2,13,1,19,16,4,16,12,0,0,5450,1,4,0.571428571428571,7,0,7,1,7,7,1,33,34,11,10,18,12,4250,1,0
0,1,2,1,3nmcsbgv,21,1,3,1,0,2,2,2,4,5,3,2,3,2,1,1,2,2,14,1,12,12,9,19,12,0,0,5450,0,0,0,0,0,7,1,0,7,1,34,41,18,11,18,13,4550,0,0
0,1,2,1,3nmcsbgv,21,1,3,1,0,2,2,2,4,5,3,2,3,2,1,1,2,2,15,2,16,17,12,17,16,1,0,4650,1,5,1.25,4,4,4,1,0,7,1,41,41,18,12,22,14,4550,0,0
0,1,3,1,wsluzbio,22,1,4,2,1,2,2,10,5,5,3,3,4,2,4,3,2,2,1,2,11,10,4,12,12,0,0,10000,0,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,1,wsluzbio,22,1,4,2,1,2,2,10,5,5,3,3,4,2,4,3,2,2,2,2,12,12,7,12,12,0,0,10000,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
0,1,3,1,wsluzbio,22,1,4,2,1,2,2,10,5,5,3,3,4,2,4,3,2,2,3,2,15,15,3,14,14,0,0,9500,1,3,1,3,2,2,1,0,0,0,-1,-1,0,0,2,1,0,0,0
0,1,3,1,wsluzbio,22,1,4,2,1,2,2,10,5,5,3,3,4,2,4,3,2,2,4,1,13,12,5,11,12,1,0,9400,0,0,0,1,0,2,1,2,2,1,-1,2,0,0,2,2,500,0,0
0,1,3,1,wsluzbio,22,1,4,2,1,2,2,10,5,5,3,3,4,2,4,3,2,2,5,1,14,14,2,12,12,0,0,9400,1,2,1,2,0,2,1,0,2,1,2,3,2,1,2,3,600,1,0
0,1,3,1,wsluzbio,22,1,4,2,1,2,2,10,5,5,3,3,4,2,4,3,2,2,6,1,12,12,7,16,12,0,0,9400,0,0,0,0,0,2,1,0,2,1,3,5,2,2,2,4,600,0,0
0,1,3,1,wsluzbio,22,1,4,2,1,2,2,10,5,5,3,3,4,2,4,3,2,2,7,1,15,13,8,16,12,0,0,9200,1,1,0.333333333333333,3,0,2,1,0,2,1,5,5,2,3,2,5,600,0,0
0,1,3,1,wsluzbio,22,1,4,2,1,2,2,10,5,5,3,3,4,2,4,3,2,2,8,1,19,19,2,19,12,0,0,9200,1,7,1,7,0,2,1,0,2,1,5,8,2,4,2,6,800,0,0
0,1,3,1,wsluzbio,22,1,4,2,1,2,2,10,5,5,3,3,4,2,4,3,2,2,9,1,17,5,3,19,12,0,0,8000,0,-7,-1.4,5,0,2,1,0,2,1,8,15,2,5,2,7,800,0,0
0,1,3,1,wsluzbio,22,1,4,2,1,2,2,10,5,5,3,3,4,2,4,3,2,2,10,1,18,18,2,15,12,1,300,7700,1,6,1,6,0,2,1,0,2,1,15,20,2,6,2,8,2000,0,0
0,1,3,1,wsluzbio,22,1,4,2,1,2,2,10,5,5,3,3,4,2,4,3,2,2,11,2,16,16,4,18,16,0,0,6900,1,4,1,4,4,4,1,0,2,1,20,26,2,7,6,9,2300,1,1
0,1,3,1,wsluzbio,22,1,4,2,1,2,2,10,5,5,3,3,4,2,4,3,2,2,12,1,16,16,2,18,12,1,200,6700,1,4,1,4,0,4,1,4,4,1,26,30,2,8,6,10,3100,0,0
0,1,3,1,wsluzbio,22,1,4,2,1,2,2,10,5,5,3,3,4,2,4,3,2,2,13,2,20,20,4,13,14,0,0,5700,1,8,1,8,2,2,1,0,4,1,30,34,6,9,8,11,3300,1,1
0,1,3,1,wsluzbio,22,1,4,2,1,2,2,10,5,5,3,3,4,2,4,3,2,2,14,2,14,14,2,16,16,0,0,5100,1,2,1,2,4,4,1,2,2,1,34,42,6,10,12,12,4300,0,0
0,1,3,1,wsluzbio,22,1,4,2,1,2,2,10,5,5,3,3,4,2,4,3,2,2,15,1,13,13,5,19,12,0,0,5100,1,1,1,1,0,4,1,4,4,1,42,44,8,11,12,13,4900,0,0
0,1,3,1,om26trdv,21,1,3,1,0,4,1,2,4,9,3,2,1,2,1,1,2,3,1,1,11,12,6,11,12,0,0,10000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,1,om26trdv,21,1,3,1,0,4,1,2,4,9,3,2,1,2,1,1,2,3,2,2,14,14,8,15,14,0,0,9600,1,2,1,2,2,2,1,0,0,0,-1,-1,0,0,0,0,0,0,0
0,1,3,1,om26trdv,21,1,3,1,0,4,1,2,4,9,3,2,1,2,1,1,2,3,3,2,15,15,7,14,14,0,0,9100,1,3,1,3,2,2,1,2,2,1,-1,1,0,0,4,2,400,0,0
0,1,3,1,om26trdv,21,1,3,1,0,4,1,2,4,9,3,2,1,2,1,1,2,3,4,1,13,14,6,14,12,0,0,9100,1,2,2,1,0,2,1,2,2,1,1,4,2,1,4,3,900,0,0
0,1,3,1,om26trdv,21,1,3,1,0,4,1,2,4,9,3,2,1,2,1,1,2,3,5,2,12,12,1,14,14,0,0,8900,0,0,0,0,2,2,1,0,2,1,4,5,4,2,6,4,900,0,0
0,1,3,1,om26trdv,21,1,3,1,0,4,1,2,4,9,3,2,1,2,1,1,2,3,6,1,17,17,3,15,12,0,0,8900,1,5,1,5,0,2,1,2,2,1,5,5,4,3,6,5,1100,0,0
0,1,3,1,om26trdv,21,1,3,1,0,4,1,2,4,9,3,2,1,2,1,1,2,3,7,1,20,20,6,16,12,0,0,8900,1,8,1,8,0,2,1,0,2,1,5,10,6,4,6,6,1100,0,0
0,1,3,1,om26trdv,21,1,3,1,0,4,1,2,4,9,3,2,1,2,1,1,2,3,8,2,19,19,1,19,19,0,0,7500,1,7,1,7,7,7,1,0,2,1,10,18,6,5,13,7,1100,0,0
0,1,3,1,om26trdv,21,1,3,1,0,4,1,2,4,9,3,2,1,2,1,1,2,3,9,2,14,16,5,16,13,1,0,7200,1,4,2,2,1,1,1,7,7,1,18,25,6,6,14,8,2500,0,0
0,1,3,1,om26trdv,21,1,3,1,0,4,1,2,4,9,3,2,1,2,1,1,2,3,10,2,15,16,1,18,18,1,0,6300,1,4,1.33333333333333,3,6,6,1,1,1,1,25,27,13,7,20,9,2800,1,0
0,1,3,1,om26trdv,21,1,3,1,0,4,1,2,4,9,3,2,1,2,1,1,2,3,11,1,12,19,7,19,12,0,0,6300,1,7,7,0,0,6,1,6,6,1,27,30,14,8,20,10,3700,1,0
0,1,3,1,om26trdv,21,1,3,1,0,4,1,2,4,9,3,2,1,2,1,1,2,3,12,2,18,18,1,16,16,0,0,5300,1,6,1,6,4,4,1,0,6,1,30,30,20,9,24,11,3700,0,0
0,1,3,1,om26trdv,21,1,3,1,0,4,1,2,4,9,3,2,1,2,1,1,2,3,13,2,13,14,8,14,14,0,0,5000,1,2,2,1,2,2,1,4,4,1,30,36,20,10,26,12,4700,0,0
0,1,3,1,om26trdv,21,1,3,1,0,4,1,2,4,9,3,2,1,2,1,1,2,3,14,1,16,16,1,14,12,0,0,5000,1,4,1,4,0,2,1,2,2,1,36,37,24,11,26,13,5000,0,0
0,1,3,1,om26trdv,21,1,3,1,0,4,1,2,4,9,3,2,1,2,1,1,2,3,15,2,16,16,6,19,14,0,0,4400,1,4,1,4,2,2,1,0,2,1,37,41,26,12,28,14,5000,0,0
0,1,3,1,9ersq5ll,27,1,3,1,0,5,1,2,9,9,3,2,4,3,2,1,3,3,1,2,12,12,8,14,13,0,0,9900,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,1,9ersq5ll,27,1,3,1,0,5,1,2,9,9,3,2,4,3,2,1,3,3,2,1,13,13,5,13,12,0,0,9900,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,100,0,0
0,1,3,1,9ersq5ll,27,1,3,1,0,5,1,2,9,9,3,2,4,3,2,1,3,3,3,1,14,14,1,15,12,0,0,9900,1,2,1,2,0,1,1,0,1,1,0,1,1,1,1,3,100,0,0
0,1,3,1,9ersq5ll,27,1,3,1,0,5,1,2,9,9,3,2,4,3,2,1,3,3,4,2,15,14,4,11,11,0,0,9700,1,2,0.666666666666667,3,0,0,0,0,1,1,1,3,1,2,1,3,100,0,0
0,1,3,1,9ersq5ll,27,1,3,1,0,5,1,2,9,9,3,2,4,3,2,1,3,3,5,2,11,12,7,15,15,0,0,9500,0,0,0,-1,3,3,1,0,0,0,3,6,1,3,4,4,300,0,0
0,1,3,1,9ersq5ll,27,1,3,1,0,5,1,2,9,9,3,2,4,3,2,1,3,3,6,2,15,15,2,17,17,0,0,8700,1,3,1,3,5,5,1,3,3,1,6,5,1,3,9,5,500,0,0
0,1,3,1,9ersq5ll,27,1,3,1,0,5,1,2,9,9,3,2,4,3,2,1,3,3,7,2,16,16,4,14,15,0,0,8000,1,4,1,4,3,3,1,5,5,1,5,8,4,4,12,6,1300,0,0
0,1,3,1,9ersq5ll,27,1,3,1,0,5,1,2,9,9,3,2,4,3,2,1,3,3,8,2,17,17,4,12,15,0,0,7200,1,5,1,5,3,3,1,3,3,1,8,12,9,5,15,7,2000,0,0
0,1,3,1,9ersq5ll,27,1,3,1,0,5,1,2,9,9,3,2,4,3,2,1,3,3,9,2,19,19,1,17,5,1,0,7200,1,7,1,7,0,0,0,3,3,1,12,17,12,6,15,7,2800,0,0
0,1,3,1,9ersq5ll,27,1,3,1,0,5,1,2,9,9,3,2,4,3,2,1,3,3,10,2,14,14,4,15,15,0,0,6700,1,2,1,2,3,3,1,0,0,0,17,24,15,7,18,8,2800,1,0
0,1,3,1,9ersq5ll,27,1,3,1,0,5,1,2,9,9,3,2,4,3,2,1,3,3,11,2,18,18,6,13,13,0,0,6000,1,6,1,6,1,1,1,3,3,1,24,26,15,7,19,9,3300,0,0
0,1,3,1,9ersq5ll,27,1,3,1,0,5,1,2,9,9,3,2,4,3,2,1,3,3,12,1,20,20,6,20,12,1,400,5600,1,8,1,8,0,1,1,1,1,1,26,32,18,8,19,10,4000,0,0
0,1,3,1,9ersq5ll,27,1,3,1,0,5,1,2,9,9,3,2,4,3,2,1,3,3,13,2,13,13,7,12,12,0,0,5500,1,1,1,1,0,0,0,0,1,1,32,40,19,9,19,10,4400,1,1
0,1,3,1,9ersq5ll,27,1,3,1,0,5,1,2,9,9,3,2,4,3,2,1,3,3,14,1,12,12,8,20,12,0,0,5500,0,0,0,0,0,0,0,0,0,0,40,41,19,10,19,10,4500,0,0
0,1,3,1,9ersq5ll,27,1,3,1,0,5,1,2,9,9,3,2,4,3,2,1,3,3,15,2,16,16,7,16,14,0,0,4900,1,4,1,4,2,2,1,0,0,0,41,41,19,10,21,11,4500,0,0
0,1,3,1,l4i9oxju,21,1,3,1,0,2,2,3,6,7,3,2,4,2,2,1,2,3,1,1,12,12,1,11,12,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
